date,t,confirmed,deaths,recovered,Population,s_si,i_si,s_sir,i_sir,r_sir,recovered_reliable
2020-10-30,282,45683640,1259145,30404058.0,7744776836.0,0.9941013613474763,0.0058986386525237255,0.9941013613474763,0.001810308714749389,0.004088329937774336,True
2020-10-31,283,46155745,1265816,30646370.0,7744776836.0,0.9940404034903298,0.0059595965096701725,0.9940404034903298,0.0018391180664873066,0.004120478443182866,True
2020-11-01,284,46594934,1271172,30902501.0,7744776836.0,0.9939836957233663,0.006016304276633647,0.9939836957233664,0.0018620628205793792,0.004154241456054267,True
2020-11-02,285,47143303,1277629,31180278.0,7744776836.0,0.9939128907135368,0.006087109286463112,0.993912890713537,0.0018961677413012034,0.004190941545161909,True
2020-11-03,286,47708817,1287201,31428288.0,7744776836.0,0.9938398719536714,0.006160128046328641,0.9938398719536714,0.0019359276990792817,0.00422420034724936,True
2020-11-04,287,48200961,1297094,31705483.0,7744776836.0,0.9937763266752958,0.006223673324704175,0.9937763266752958,0.0019624043819253052,0.00426126894277887,True
2020-11-05,288,48820295,1305834,32007524.0,7744776836.0,0.993696358715842,0.006303641284157978,0.993696358715842,0.0020022445227755557,0.004301396761382422,True
2020-11-06,289,49443478,1314990,32291873.0,7744776836.0,0.9936158937762839,0.006384106223716115,0.9936158937762839,0.0020448123083917353,0.00433929391532438,True
2020-11-07,290,50042669,1322776,32588992.0,7744776836.0,0.9935385266664641,0.006461473333535831,0.9935385266664641,0.0020828103044904832,0.004378663029045347,True
2020-11-08,291,50533518,1329177,32840291.0,7744776836.0,0.9934751485975548,0.0065248514024452385,0.9934751485975548,0.0021129143352375352,0.004411937067207704,True
2020-11-09,292,51043324,1336758,33093865.0,7744776836.0,0.993409322814476,0.006590677185524006,0.993409322814476,0.002145019973045483,0.004445657212478524,True
2020-11-10,293,51614069,1346533,33348071.0,7744776836.0,0.9933356286316627,0.006664371368337255,0.9933356286316627,0.0021846291195058523,0.0044797422488314035,True
2020-11-11,294,52238734,1356950,33726381.0,7744776836.0,0.9932549723373333,0.0067450276626666635,0.9932549723373333,0.0022150932639216463,0.004529934398745017,True
2020-11-12,295,52878929,1366665,33949017.0,7744776836.0,0.9931723108206032,0.006827689179396776,0.9931723108206032,0.002267753787089237,0.004559935392307539,True
2020-11-13,296,53539863,1376562,34247174.0,7744776836.0,0.9930869714991488,0.006913028500851176,0.9930869714991488,0.0023133173982135386,0.004599711102637638,True
2020-11-14,297,54126889,1385731,34522527.0,7744776836.0,0.9930111751253564,0.006988824874643554,0.9930111751253564,0.002352376496545962,0.004636448378097592,True
2020-11-15,298,54617117,1392659,34749723.0,7744776836.0,0.9929478772395192,0.00705212276048079,0.9929478772395192,0.002385444460339257,0.004666678300141533,True
2020-11-16,299,55142751,1400713,35136188.0,7744776836.0,0.9928800077564947,0.007119992243505362,0.9928800077564947,0.0024023739345870546,0.004717618308918307,True
2020-11-17,300,55745063,1411682,35565619.0,7744776836.0,0.9928022376654057,0.007197762334594402,0.9928022376654057,0.0024232798952659195,0.004774482439328482,True
2020-11-18,301,56367328,1423148,35924499.0,7744776836.0,0.9927218912573454,0.007278108742654544,0.9927218912573454,0.0024558074948771835,0.0048223012477773605,True
2020-11-19,302,57021314,1434288,36294577.0,7744776836.0,0.9926374490566405,0.007362550943359422,0.9926374490566406,0.0024910271023334107,0.004871523841026012,True
2020-11-20,303,57695345,1446066,36645557.0,7744776836.0,0.9925504186599909,0.007449581340009059,0.9925504186599909,0.002531218447622162,0.004918362892386897,True
2020-11-21,304,58287916,1455371,36981013.0,7744776836.0,0.9924739063197973,0.007526093680202718,0.9924739063197973,0.002563215496116588,0.00496287818408613,True
2020-11-22,305,58785996,1463040,37251168.0,7744776836.0,0.9924095945893824,0.007590405410617567,0.9924095945893824,0.0025916547920012915,0.004998750618616275,True
2020-11-23,306,59320006,1471765,37657203.0,7744776836.0,0.9923406436032781,0.007659356396721874,0.9923406436032781,0.0026070522660054086,0.005052304130716466,True
2020-11-24,307,59910792,1484276,38025506.0,7744776836.0,0.9922643617409972,0.0077356382590027676,0.9922643617409972,0.0026341636992263102,0.005101474559776457,True
2020-11-25,308,60527871,1496269,38459224.0,7744776836.0,0.9921846849455173,0.00781531505448274,0.9921846849455173,0.0026562906118060806,0.005159024442676659,True
2020-11-26,309,61117132,1507211,38822311.0,7744776836.0,0.9921085999901367,0.00789140000986337,0.9921085999901367,0.0026840812124337885,0.005207318797429581,True
2020-11-27,310,61812474,1518732,39198388.0,7744776836.0,0.9920188179325352,0.007981182067464804,0.9920188179325351,0.002723816895787441,0.005257365171677362,True
2020-11-28,311,62420041,1528249,39553840.0,7744776836.0,0.9919403693196357,0.008059630680364254,0.9919403693196357,0.002755140974600446,0.005304489705763808,True
2020-11-29,312,62915662,1535902,39868503.0,7744776836.0,0.9918763750935277,0.008123624906472386,0.9918763750935276,0.002777517991223369,0.005346106915249017,True
2020-11-30,313,63422239,1544981,40265259.0,7744776836.0,0.9918109662366003,0.008189033763399713,0.9918109662366003,0.002790525725614336,0.005398508037785377,True
